source,title,description,publish_datetime,sentiment,symbol
economictimes,"ET Market Watch: Nifty &amp; Sensex gain for second straight day; Metals, banks lead rally",,2025-10-03 15:34:03,positive,General
economictimes,BSE launches hospitals index to track healthcare sector. Check top 10 stocks,"BSE Index Services introduced the BSE Hospitals Index to track 15 hospital stocks, led by Fortis, Max Healthcare, and Apollo. Designed for ETFs, index funds, and PMS strategies, it expands India’s sectoral investment options in healthcare.",2025-10-03 14:52:59,neutral,BSE
economictimes,"USA Rare Earth shares surge 18%, hit all-time high after report miner in close talks with White House","UUSA Rare Earth shares jumped more than 18% to scale a record high on Friday, after a report that the mining company's CEO Barbara Humpton said it was in close discussions with the White House.",2025-10-03 14:12:16,positive,General
economictimes,US stocks cruise toward the finish of their record-setting week,Wall Street's main indexes opened higher on Friday as optimism about an imminent interest-rate cut by the Federal Reserve boosted sentiment in the final trading session of a week that saw volatility due to the U.S. government shutdown.,2025-10-03 13:36:52,positive,General
economictimes,"Yes Bank Q2 update: Advances grow 6.5% YoY, deposits see 7% uptick","Yes Bank reported a 6.5% YoY increase in loans to ₹2.50 lakh crore and a 7.1% rise in deposits to ₹2.97 lakh crore in Q2 FY26, with CASA reaching ₹1.00 lakh crore.",2025-10-03 13:20:58,positive,General
economictimes,"Bajaj Housing Finance Q2 update: Disbursals rise 32% YoY to Rs 15,900 cr; AUM up 24%","Bajaj Housing Finance reported strong Q2 FY26 performance with disbursals rising 32% YoY to ₹15,900 crore and AUM growing 24% to ₹1.27 lakh crore, highlighting robust housing credit demand and steady loan book expansion.",2025-10-03 13:02:23,positive,General
economictimes,"Indian Bank, Tata Steel and six other stocks hit 52‑week high; rally up to 20% in a month","Indian Bank, Tata Steel and six other stocks from the BSE 200 index hit 52‑week highs, supported by strong market momentum. The Sensex rose 223 points to 81,207, with Canara Bank gaining 20% in a month. These gains highlight bullish investor sentiment amid broad market strength.",2025-10-03 11:45:52,positive,INDIANB
economictimes,Gainers &amp; Losers: Tata Investment among 8 stocks that hogged limelight on Friday,,2025-10-03 11:07:17,neutral,General
economictimes,P N Gadgil Jewellers shares rally 5% after festive season sales soar 65% YoY,"P N Gadgil Jewellers reported record festive sales, with Navratri and Dussehra revenue up 65% YoY to ₹618 crore. Gold led growth, while diamond and silver sales also surged, boosting shares nearly 5% on NSE.",2025-10-03 11:05:08,positive,PNGJL
economictimes,"Market Wrap: Sensex rises 224 points, Nifty above 24,850 as banks, consumer stocks drive second straight gain","India's frontline indices Nifty and the BSE Sensex ended positive on Friday, recording their second successive gain in the week. Investors remained bullish on banks, consumer and metal stocks though Nifty and Sensex traded rangebound.",2025-10-03 10:15:21,positive,General
economictimes,7 midcap stocks skyrocket over 50% in just 6 months. Is your portfolio missing out?,"Midcap stocks are leading the rally in FY26, with the BSE Midcap Index rising 9.1% versus Sensex’s 4.5%. Seven midcap companies, including GE Vernova T&amp;D, Delhivery, and L&amp;T Finance, have surged more than 50% in six months.",2025-10-03 09:27:32,positive,General
economictimes,Rekha Jhunjhunwala-backed Baazar Style Retail plunges 11% from day’s high even as Q2 revenue jumps 71% YoY,"Baazar Style Retail slipped 11% from the day’s high despite reporting a 71% YoY jump in Q2 revenue to Rs 532 crore. The stock initially reacted positively to the updates, surging nearly 4% but saw a sharp drop as the day progressed.  The Kolkata-based value fashion retailer added 20 new stores in the quarter, driving strong sales momentum and double-digit Same Store Sales Growth.",2025-10-03 09:13:23,negative,General
economictimes,V-Mart Retail shares skyrocket 20% after Q2 update,V-Mart Retail Ltd shares surged nearly 20% on Friday after a robust Q2 FY26 update. The company reported 22% year-on-year revenue growth to Rs 807 crore and 11% same-store sales growth. Its expansion with 25 new stores further lifted investor sentiment.,2025-10-03 09:06:35,positive,VMART
economictimes,This smallcap stock hits 20% upper circuit for 2nd session after bagging mega order,"Shares of Atlantaa Ltd soared 20% to hit the upper circuit at Rs 55.65 on the NSE on Wednesday, October 3, after the small-cap company clinched a massive Rs 2,485 crore order from IRCON — over five times its market capitalization of just Rs 450 crore. The stock has hit an upper circuit for a second session in a row.",2025-10-03 08:49:45,positive,General
economictimes,"Data center proxy play Orient Technologies jumps 18% in one day, could head towards Rs 470","Shares of Orient Technologies rose 18% on strong volume, supported by consolidation near key support levels. The company’s expansion into data centre and AI infrastructure under the IndiaAI mission positions it for growth in India’s booming digital segment. Analysts note upside potential but caution on execution risks and capital intensity.",2025-10-03 08:39:33,positive,ORIENTTECH
economictimes,"F&amp;O Radar| 2 F&amp;O strategies to deploy in Nifty, ICICI General Insurance to play a bullish bias","Nifty shows signs of recovery after a significant decline, with analysts suggesting a bullish outlook and recommending a Bull Call Spread strategy targeting 25,000-25,100. Concurrently, ICICI General Insurance exhibits bullish patterns, prompting a Bull Call Ladder Spread recommendation to capitalize on a potential breakout above Rs 1,920.",2025-10-03 08:37:46,positive,General
economictimes,Vedanta shares rally 3% as copper prices shoot up to hit a 16-month high,"Shares of Vedanta rose on Friday to touch an intraday high of Rs 479.90 on the BSE, tracking gains in global copper prices. The stock rally came amid bullish sentiment in the commodities space as copper extended its upward streak, with supply disruptions and accelerating demand supporting the uptrend.",2025-10-03 08:11:37,positive,VEDL
economictimes,"Goldman Sachs initiates coverage on Data Patterns, PTC Industries and 6 other Indian defence stocks, sees up to 58% upside","Goldman Sachs initiates coverage on eight Indian defence stocks, favouring private-sector players due to rising focus on AI, UAVs, and electronic warfare, along with higher EPS growth and benefits from global defence spending. Top private picks include Solar Industries, PTC Industries, Astra Microwave, Data Patterns, and Azad Engineering. Among public-sector players, BEL is preferred, while HAL is neutral and BDL is rated sell.",2025-10-03 07:53:54,positive,General
economictimes,"Stocks to buy in 2025 for long term: ACC, Ambuja Cement among 5 stocks that could give 12-24% return","Brokerages are optimistic about select cement, steel tubes, and battery stocks, projecting double-digit returns for long-term investors. Emkay Global recommends ACC and Ambuja Cement, while Nuvama favors APL Apollo Tubes and Amara Raja Batteries. Axis Securities also suggests Star Cement, with potential upsides ranging from 12% to 28%.",2025-10-05 04:02:56,positive,ACC
economictimes,From Q2 earnings to FII movements: 8 key drivers likely to impact D-Street this week,"D-Street anticipates a pivotal week driven by Q2 earnings, major IPOs, and crucial macroeconomic data releases. Global cues, including US updates and FII movements, alongside crude oil prices and currency fluctuations, are set to influence market sentiment. Technical levels will also be key factors for investors to monitor.",2025-10-05 03:57:21,neutral,General
economictimes,"Vedanta Q2 Update: Record aluminum, alumina production; Zinc India delivers best-ever mined metal output","Vedanta Ltd achieved record production highs in Q2 FY26, including its highest-ever quarterly aluminum output at 617 kt and alumina production at 653 kt, a 31% YoY jump. Zinc India and Zinc International also reported best-ever mined metal figures. Pig iron output surged 26%.",2025-10-04 11:14:53,positive,General
economictimes,"NSE cuts Nifty derivatives lot size to 65, revises contract sizes for other key indices from Dec 30","The National Stock Exchange will reduce Nifty 50 futures and options lot size from 75 to 65, effective December 30, 2025, for contracts expiring thereafter. This revision, also impacting Bank Nifty and other indices, aims to balance contract values. Traders will need to adjust position sizes and margin requirements, while retail investors may find contracts more accessible.",2025-10-04 10:51:47,negative,General
economictimes,"Bajaj Finance Q2 update: AUM grows 24% YoY, deposit book surges over 5%","Bajaj Finance delivered a robust operational performance in Q2 FY26, with Assets Under Management surging 24% year-on-year to Rs 4,62,250 crore. The company expanded its customer base to 110.64 million, adding over 4 million new customers, while new loan bookings jumped 26%. This strong growth follows a 22% profit increase in Q1, underscoring consistent financial strength and retail traction.",2025-10-04 10:47:53,positive,General
economictimes,"Kotak Mahindra Bank Q2 update: Avg deposits up 14% YoY, avg net advances rise 15%","Kotak Mahindra Bank announced strong provisional financial results for the second quarter ending September 30. The bank reported a 14.4% year-on-year growth in average total deposits, reaching Rs 5,10,138 crore, and a 14.6% increase in average net advances. Period-end net advances rose 15.8%, while CASA balances grew 11.2%. Following the announcement, the bank's shares closed 1.8% higher.",2025-10-04 10:13:13,positive,General
economictimes,FII outflows from Indian markets touch Rs 1.98 lakh cr in 2025; total selling hits Rs 3.19 lakh crore over 21 months,"Foreign Institutional Investors have pulled out Rs 1,98,103 crore from Indian equities in 2025. September alone saw Rs 27,163 crore exit. This selling trend has continued for nearly two years, totaling Rs 3,19,313 crore over 21 months. Analysts point to valuation concerns and global allocation shifts. Outflows may slow as valuations stabilize and corporate earnings improve.",2025-10-04 09:59:25,negative,General
economictimes,Concurrent Gainers: 9 small-cap stocks that gained for 5 days in a row,"Despite the broader market's lackluster and somewhat volatile performance, nine small-cap stocks managed to post gains across all five sessions.",2025-10-04 09:46:04,positive,General
economictimes,Wework India to Infinity Infoway: 5 IPOs that could offer up to 33% return next week,"Grey Market Premiums (GMPs) offer a quick snapshot of sentiment, though they are unofficial and not always an indicator of listing-day performance.",2025-10-04 09:22:32,neutral,General
economictimes,SIFs explained: Understanding Specialized Investment Funds for investors,"Specialized Investment Funds (SIFs) are a new-age investment option for high-ticket investors, sitting between regular mutual funds and PMS.",2025-10-04 08:58:23,neutral,General
economictimes,"CreditAccess, Fusion Finance: Motilal Oswal bet on recovery-led growth in microfinance","The microfinance industry is gradually recovering from a turbulent phase, driven by operational reforms, digital adoption, and product diversification. Despite a significant GLP contraction and cautious lending, improved collection efficiencies and an easing funding environment signal a stronger future. Profitability is expected to rebound from 2HFY26, fostering sustainable growth.",2025-10-04 08:56:48,positive,CREDITACC
economictimes,"David Solomon of Goldman Sachs sees market drawdown ahead, says AI frenzy may set stage for equity shakeout","David Solomon, Goldman Sachs CEO, has cautioned about a stock market drawdown within 12 to 24 months. He notes AI enthusiasm drives current market cycles. Solomon indicates capital deployed into AI ventures may not deliver returns. He draws parallels to the dotcom era. Investor excitement leads to risk-taking. A market reset will happen. Other leaders also express concerns about market speculation.",2025-10-04 08:16:03,negative,General
economictimes,How RBI’s nod puts banks at the centre of corporate deals,The Reserve Bank of India now permits banks to finance domestic company mergers and acquisitions. This reform updates capital market exposure guidelines. It aligns Indian banking with global standards. This opens new credit opportunities for banks. They can reclaim market share from non-bank lenders. Banks must develop specialized M&amp;A advisory and underwriting skills. This policy change supports India's corporate growth.,2025-10-04 07:57:39,positive,HESTERBIO
economictimes,"DMart Q2 update: Revenue from operations jumps over 15% YoY to Rs 16,219 crore","Avenue Supermarts reported strong revenue growth for Q2 FY26. DMart's standalone revenue increased by 15.4 percent year-on-year. It reached 16,218.79 crore rupees for the quarter ending September 30, 2025. This marks the highest Q2 revenue in four years. The company now operates 432 DMart stores. The board will meet on October 11 to approve financial results.",2025-10-04 07:52:28,positive,General
economictimes,Platinum: The elder cousin of gold &amp; silver is poised for a comeback,"Platinum, trading at historic discounts to gold and silver, presents a compelling investment opportunity. Technical and fundamental indicators suggest a major reversal is underway, driven by tight supply and growing industrial demand from green technologies. This undervalued precious metal offers significant upside potential.",2025-10-04 07:47:30,positive,General
economictimes,"Double Dip: 14 Nifty500 stocks slide in both quarters of FY26, slip up to 45%","Data shows that 44 stocks from the Nifty500 have slipped over 10% during this period, highlighting pockets of underperformance amid a broadly buoyant market.",2025-10-04 07:17:07,negative,General
economictimes,Mukul Agrawal portfolio: 5 stocks jumped up to 80% in the last six months. Own any?,"Ace investor Mukul Agrawal, with a portfolio worth around Rs 7,700 crore, continues to back a mix of established businesses and emerging names.",2025-10-04 06:07:53,neutral,General
economictimes,BofA Global Research moves Fed rate cut forecast to October from December,"Bank of America Global Research has advanced its forecast for the Federal Reserve's next interest rate cut to October from December, citing a softening labor market. While BofA expects only one cut this year, other major firms anticipate two.",2025-10-04 05:32:53,positive,General
economictimes,5 world market themes for the week ahead,US government shutdown occurs. Stocks reach new record highs. Investors expect future rate cuts. The dollar may weaken against major currencies. Pharmaceutical shares see a boost from new agreements. Oil prices remain low due to global oversupply. New Zealand's central bank prepares for a rate reduction next week. Economic visibility is currently limited.,2025-10-04 05:29:33,negative,General
economictimes,Wall Street Week Ahead-Wall Street eyes Washington standoff with stocks near records,"The U.S. government shutdown will capture investor focus next week. Markets hold near record highs, preparing for the earnings season. Few expect the Washington situation to derail the current rally. A data drought could impact Federal Reserve policy decisions. The fourth quarter is historically strong for stocks. Investors anticipate results from Levi Strauss and Delta Air Lines.",2025-10-04 05:25:37,negative,General
economictimes,"HDFC Bank Q2 update: Average deposits grow 15% YoY, 9% rise in advances","HDFC Bank announced robust Q2FY26 business updates, with average deposits surging 15.1% year-on-year to Rs 27.15 lakh crore. Average advances also grew by 9% to Rs 27.95 lakh crore. The bank reported significant increases in both CASA and time deposits, reflecting strong financial performance for the quarter.",2025-10-04 05:22:53,positive,General
economictimes,Sebi says no plans to regulate family offices after reports spark speculation,"Family offices are investment firms set up by wealthy families to manage their assets. Over the past two decades, they have become a significant force in India’s markets—investing in startups, private equity, and initial public offerings.",2025-10-04 04:58:27,neutral,General
economictimes,How hedge funds performed in September,"The JPMorgan note, which tracks hedge fund trading, said positioning in U.S. stocks was only ""somewhat bullish,"" indicating an expectation for equities to rise.",2025-10-04 04:06:25,positive,General
economictimes,"Dow, S&amp;P 500 manage record closing highs; Nasdaq falls in volatile session","The S&amp;P 500 and Dow achieved record closing highs Friday, navigating a volatile session amid an ongoing government shutdown. Interest rate-cut expectations strengthened, driven by weak economic data, including contracting services employment. Traders now anticipate a Fed rate cut in October as almost certain, with another probable in December, despite concerns about a prolonged shutdown's impact.",2025-10-04 02:40:07,negative,INDOWIND
economictimes,M-cap share of defensives hits lowest level since 2011: ICICI Securities,"ICICI Securities reports that defensive sectors like FMCG, IT, and healthcare have seen their market-cap share drop to a 20% low since 2011, from 30% in 2020. Their profit pool share also plummeted to 16%, while valuations remain high at 32 times P/E. Meanwhile, cyclicals' P/B ratios have surged significantly from 2020 bottoms.",2025-10-04 02:19:15,negative,General
economictimes,Will stock-specific trading continue to drive market gains?,"Indian equity indices closed higher on Friday, recovering from early losses as stock-specific trading dominated after the RBI's dovish stance fizzled out. Midcap, smallcap, metal, and PSU bank sectors saw significant gains, with experts suggesting buying opportunities on dips towards 24,400-24,600 for Nifty.",2025-10-04 01:55:22,positive,HESTERBIO
economictimes,GST 2.0: Insurers cut payouts to distributors,"Life insurers face a similar squeeze. The industry paid about ?24,000 crore in GST in FY24, offset by ? 14,000 crore of ITC. With credits no longer available, the new two-rate system leaves them facing a ?15,000 crore sector-wide hit, part of which will show up in company profit and loss accounts and embedded values. Despite the exemption, customers may not see a meaningful drop in premiums as insurers adjust pricing to recoup lost credits, analysts said.",2025-10-03 19:05:34,negative,ITC
economictimes,Growth Uncapped: NBFCs can tap a billion dollars or more in ECBs,"Financial regulators - the Reserve Bank of India, Securities and Exchange Board of India, Insurance Regulatory and Development Authority of India and Pension Fund Regulatory and Development Authority -would not enforce ceilings on the amounts that can be borrowed by Indian companies from overseas markets. The RBI has also allowed borrowers that is under a debt restructuring scheme or corporate insolvency resolution process to raise ECB only if specifically permitted under the restructuring or resolution plan.",2025-10-03 18:43:15,neutral,General
economictimes,India anchor of stability in volatile world: RBI governor Sanjay Malhotra,"RBI Governor Sanjay Malhotra affirmed India as an ""anchor of stability"" due to resilient growth, robust macroeconomic fundamentals, and continuous reforms. He cautioned against global stock market complacency and rising public debt, noting gold prices now reflect global uncertainties. Malhotra also highlighted India's unique central bank autonomy framework.",2025-10-03 18:34:59,positive,HESTERBIO
economictimes,"RBI tweaks related party lending rules, unveils 'unified' framework","The move is aimed at tightening governance and reducing conflicts of interest in lending practices by commercial banks. The revised norms, effective from April 1, 2026, consolidate and replace over a dozen legacy circulars, creating a unified regulatory framework. RBI also introduced scale-based thresholds beyond which banks and non-banking financial companies (NBFCs) will need board approval for lending to related parties.",2025-10-03 16:42:38,neutral,HESTERBIO
economictimes,"Eternal block deal: Goldman Sachs offloads Rs 355 cr worth of shares, BofA Securities steps in as buyer","Goldman Sachs sold over 1 crore shares of Eternal Limited for Rs 355.32 crore to BOFA Securities. Eternal, formerly Zomato, has surpassed Tata Motors and Titan in market capitalization, driven by strong performance in food delivery and quick commerce. Despite a 90% drop in Q1FY26 net profit due to investments, revenue surged, and HSBC reiterated a 'Buy' call.",2025-10-03 16:32:25,positive,General
economictimes,"Sebi confirms market ban on Synoptics Tech, promoters for IPO fund diversion",Capital markets regulator Sebi on Friday said Synoptics Technologies and its promoters will remain barred from the securities market till the outcome of a probe in a case of alleged siphoning off IPO proceeds.,2025-10-03 15:54:28,negative,ADANIPORTS
economictimes,"ET Market Watch: Nifty &amp; Sensex gain for second straight day; Metals, banks lead rally",,2025-10-03 15:34:03,positive,General
economictimes,BSE launches hospitals index to track healthcare sector. Check top 10 stocks,"BSE Index Services introduced the BSE Hospitals Index to track 15 hospital stocks, led by Fortis, Max Healthcare, and Apollo. Designed for ETFs, index funds, and PMS strategies, it expands India’s sectoral investment options in healthcare.",2025-10-03 14:52:59,neutral,BSE
economictimes,"USA Rare Earth shares surge 18%, hit all-time high after report miner in close talks with White House","UUSA Rare Earth shares jumped more than 18% to scale a record high on Friday, after a report that the mining company's CEO Barbara Humpton said it was in close discussions with the White House.",2025-10-03 14:12:16,positive,General
economictimes,US stocks cruise toward the finish of their record-setting week,Wall Street's main indexes opened higher on Friday as optimism about an imminent interest-rate cut by the Federal Reserve boosted sentiment in the final trading session of a week that saw volatility due to the U.S. government shutdown.,2025-10-03 13:36:52,positive,General
economictimes,"Yes Bank Q2 update: Advances grow 6.5% YoY, deposits see 7% uptick","Yes Bank reported a 6.5% YoY increase in loans to ₹2.50 lakh crore and a 7.1% rise in deposits to ₹2.97 lakh crore in Q2 FY26, with CASA reaching ₹1.00 lakh crore.",2025-10-03 13:20:58,positive,General
economictimes,"Bajaj Housing Finance Q2 update: Disbursals rise 32% YoY to Rs 15,900 cr; AUM up 24%","Bajaj Housing Finance reported strong Q2 FY26 performance with disbursals rising 32% YoY to ₹15,900 crore and AUM growing 24% to ₹1.27 lakh crore, highlighting robust housing credit demand and steady loan book expansion.",2025-10-03 13:02:23,positive,General
economictimes,Explosive growth: 9 largecap stocks with stellar YoY sales gains,"Eight NSE large-cap companies (excluding banking and financials) posted more than 25% YoY sales growth in September 2025. Leaders include DLF, Eternal, Adani Green, Indian Hotels, Max Healthcare, CG Power, Bharti Airtel, Solar Industries, and Adani Energy Solutions.",2025-10-03 12:28:39,positive,General
economictimes,"Metal stocks rally; Lloyds Metals jumps over 6%, Tata Steel up more than 3%","Metal stocks were in the limelight on Friday, with Lloyds Metals surging over 6 per cent, helping the broader equity market end in the positive territory.",2025-10-03 12:22:45,positive,LLOYDSME
economictimes,"Indian Bank, Tata Steel and six other stocks hit 52‑week high; rally up to 20% in a month","Indian Bank, Tata Steel and six other stocks from the BSE 200 index hit 52‑week highs, supported by strong market momentum. The Sensex rose 223 points to 81,207, with Canara Bank gaining 20% in a month. These gains highlight bullish investor sentiment amid broad market strength.",2025-10-03 11:45:52,positive,INDIANB
economictimes,Gainers &amp; Losers: Tata Investment among 8 stocks that hogged limelight on Friday,,2025-10-03 11:07:17,neutral,General
economictimes,P N Gadgil Jewellers shares rally 5% after festive season sales soar 65% YoY,"P N Gadgil Jewellers reported record festive sales, with Navratri and Dussehra revenue up 65% YoY to ₹618 crore. Gold led growth, while diamond and silver sales also surged, boosting shares nearly 5% on NSE.",2025-10-03 11:05:08,positive,PNGJL
economictimes,"Market Wrap: Sensex rises 224 points, Nifty above 24,850 as banks, consumer stocks drive second straight gain","India's frontline indices Nifty and the BSE Sensex ended positive on Friday, recording their second successive gain in the week. Investors remained bullish on banks, consumer and metal stocks though Nifty and Sensex traded rangebound.",2025-10-03 10:15:21,positive,General
economictimes,7 midcap stocks skyrocket over 50% in just 6 months. Is your portfolio missing out?,"Midcap stocks are leading the rally in FY26, with the BSE Midcap Index rising 9.1% versus Sensex’s 4.5%. Seven midcap companies, including GE Vernova T&amp;D, Delhivery, and L&amp;T Finance, have surged more than 50% in six months.",2025-10-03 09:27:32,positive,General
economictimes,Rekha Jhunjhunwala-backed Baazar Style Retail plunges 11% from day’s high even as Q2 revenue jumps 71% YoY,"Baazar Style Retail slipped 11% from the day’s high despite reporting a 71% YoY jump in Q2 revenue to Rs 532 crore. The stock initially reacted positively to the updates, surging nearly 4% but saw a sharp drop as the day progressed.  The Kolkata-based value fashion retailer added 20 new stores in the quarter, driving strong sales momentum and double-digit Same Store Sales Growth.",2025-10-03 09:13:23,negative,General
economictimes,V-Mart Retail shares skyrocket 20% after Q2 update,V-Mart Retail Ltd shares surged nearly 20% on Friday after a robust Q2 FY26 update. The company reported 22% year-on-year revenue growth to Rs 807 crore and 11% same-store sales growth. Its expansion with 25 new stores further lifted investor sentiment.,2025-10-03 09:06:35,positive,VMART
economictimes,This smallcap stock hits 20% upper circuit for 2nd session after bagging mega order,"Shares of Atlantaa Ltd soared 20% to hit the upper circuit at Rs 55.65 on the NSE on Wednesday, October 3, after the small-cap company clinched a massive Rs 2,485 crore order from IRCON — over five times its market capitalization of just Rs 450 crore. The stock has hit an upper circuit for a second session in a row.",2025-10-03 08:49:45,positive,General
economictimes,"Data center proxy play Orient Technologies jumps 18% in one day, could head towards Rs 470","Shares of Orient Technologies rose 18% on strong volume, supported by consolidation near key support levels. The company’s expansion into data centre and AI infrastructure under the IndiaAI mission positions it for growth in India’s booming digital segment. Analysts note upside potential but caution on execution risks and capital intensity.",2025-10-03 08:39:33,positive,ORIENTTECH
economictimes,"F&amp;O Radar| 2 F&amp;O strategies to deploy in Nifty, ICICI General Insurance to play a bullish bias","Nifty shows signs of recovery after a significant decline, with analysts suggesting a bullish outlook and recommending a Bull Call Spread strategy targeting 25,000-25,100. Concurrently, ICICI General Insurance exhibits bullish patterns, prompting a Bull Call Ladder Spread recommendation to capitalize on a potential breakout above Rs 1,920.",2025-10-03 08:37:46,positive,General
economictimes,Axis Securities names Bank of Baroda among top 3 technical picks with upside potential up to 18%,"Indian equity benchmarks ended the week higher, led by Nifty and Bank Nifty. Axis Securities’ top technical picks—Poonawalla Fincorp, Bank of Baroda, JK Paper—show 8–18% upside potential.",2025-10-05 04:40:31,positive,General
economictimes,Multibaggers: 9 penny stocks soar up to 400% in 6 months,"9 penny stocks have delivered extraordinary returns, soaring up to 400% in just six months since FY26 began. Nine of these low-priced, actively traded small-cap stocks more than doubled investors' wealth, highlighting their explosive growth potential. However, investors are cautioned about the high risks associated with these volatile assets.",2025-10-05 04:23:29,positive,General
economictimes,"Stocks to buy in 2025 for long term: ACC, Ambuja Cement among 5 stocks that could give 12-24% return","Brokerages are optimistic about select cement, steel tubes, and battery stocks, projecting double-digit returns for long-term investors. Emkay Global recommends ACC and Ambuja Cement, while Nuvama favors APL Apollo Tubes and Amara Raja Batteries. Axis Securities also suggests Star Cement, with potential upsides ranging from 12% to 28%.",2025-10-05 04:02:56,positive,ACC
economictimes,From Q2 earnings to FII movements: 8 key drivers likely to impact D-Street this week,"D-Street anticipates a pivotal week driven by Q2 earnings, major IPOs, and crucial macroeconomic data releases. Global cues, including US updates and FII movements, alongside crude oil prices and currency fluctuations, are set to influence market sentiment. Technical levels will also be key factors for investors to monitor.",2025-10-05 03:57:21,neutral,General
economictimes,"Vedanta Q2 Update: Record aluminum, alumina production; Zinc India delivers best-ever mined metal output","Vedanta Ltd achieved record production highs in Q2 FY26, including its highest-ever quarterly aluminum output at 617 kt and alumina production at 653 kt, a 31% YoY jump. Zinc India and Zinc International also reported best-ever mined metal figures. Pig iron output surged 26%.",2025-10-04 11:14:53,positive,General
economictimes,"NSE cuts Nifty derivatives lot size to 65, revises contract sizes for other key indices from Dec 30","The National Stock Exchange will reduce Nifty 50 futures and options lot size from 75 to 65, effective December 30, 2025, for contracts expiring thereafter. This revision, also impacting Bank Nifty and other indices, aims to balance contract values. Traders will need to adjust position sizes and margin requirements, while retail investors may find contracts more accessible.",2025-10-04 10:51:47,negative,General
economictimes,"Bajaj Finance Q2 update: AUM grows 24% YoY, deposit book surges over 5%","Bajaj Finance delivered a robust operational performance in Q2 FY26, with Assets Under Management surging 24% year-on-year to Rs 4,62,250 crore. The company expanded its customer base to 110.64 million, adding over 4 million new customers, while new loan bookings jumped 26%. This strong growth follows a 22% profit increase in Q1, underscoring consistent financial strength and retail traction.",2025-10-04 10:47:53,positive,General
economictimes,"Kotak Mahindra Bank Q2 update: Avg deposits up 14% YoY, avg net advances rise 15%","Kotak Mahindra Bank announced strong provisional financial results for the second quarter ending September 30. The bank reported a 14.4% year-on-year growth in average total deposits, reaching Rs 5,10,138 crore, and a 14.6% increase in average net advances. Period-end net advances rose 15.8%, while CASA balances grew 11.2%. Following the announcement, the bank's shares closed 1.8% higher.",2025-10-04 10:13:13,positive,General
economictimes,M-cap share of defensives hits lowest level since 2011: ICICI Securities,"ICICI Securities reports that defensive sectors like FMCG, IT, and healthcare have seen their market-cap share drop to a 20% low since 2011, from 30% in 2020. Their profit pool share also plummeted to 16%, while valuations remain high at 32 times P/E. Meanwhile, cyclicals' P/B ratios have surged significantly from 2020 bottoms.",2025-10-04 02:19:15,negative,General
economictimes,FII outflows from Indian markets touch Rs 1.98 lakh cr in 2025; total selling hits Rs 3.19 lakh crore over 21 months,"Foreign Institutional Investors have pulled out Rs 1,98,103 crore from Indian equities in 2025. September alone saw Rs 27,163 crore exit. This selling trend has continued for nearly two years, totaling Rs 3,19,313 crore over 21 months. Analysts point to valuation concerns and global allocation shifts. Outflows may slow as valuations stabilize and corporate earnings improve.",2025-10-04 09:59:25,negative,General
economictimes,Concurrent Gainers: 9 small-cap stocks that gained for 5 days in a row,"Despite the broader market's lackluster and somewhat volatile performance, nine small-cap stocks managed to post gains across all five sessions.",2025-10-04 09:46:04,positive,General
economictimes,Wework India to Infinity Infoway: 5 IPOs that could offer up to 33% return next week,"Grey Market Premiums (GMPs) offer a quick snapshot of sentiment, though they are unofficial and not always an indicator of listing-day performance.",2025-10-04 09:22:32,neutral,General
economictimes,SIFs explained: Understanding Specialized Investment Funds for investors,"Specialized Investment Funds (SIFs) are a new-age investment option for high-ticket investors, sitting between regular mutual funds and PMS.",2025-10-04 08:58:23,neutral,General
economictimes,"CreditAccess, Fusion Finance: Motilal Oswal bet on recovery-led growth in microfinance","The microfinance industry is gradually recovering from a turbulent phase, driven by operational reforms, digital adoption, and product diversification. Despite a significant GLP contraction and cautious lending, improved collection efficiencies and an easing funding environment signal a stronger future. Profitability is expected to rebound from 2HFY26, fostering sustainable growth.",2025-10-04 08:56:48,positive,CREDITACC
economictimes,"David Solomon of Goldman Sachs sees market drawdown ahead, says AI frenzy may set stage for equity shakeout","David Solomon, Goldman Sachs CEO, has cautioned about a stock market drawdown within 12 to 24 months. He notes AI enthusiasm drives current market cycles. Solomon indicates capital deployed into AI ventures may not deliver returns. He draws parallels to the dotcom era. Investor excitement leads to risk-taking. A market reset will happen. Other leaders also express concerns about market speculation.",2025-10-04 08:16:03,negative,General
economictimes,How RBI’s nod puts banks at the centre of corporate deals,The Reserve Bank of India now permits banks to finance domestic company mergers and acquisitions. This reform updates capital market exposure guidelines. It aligns Indian banking with global standards. This opens new credit opportunities for banks. They can reclaim market share from non-bank lenders. Banks must develop specialized M&amp;A advisory and underwriting skills. This policy change supports India's corporate growth.,2025-10-04 07:57:39,positive,HESTERBIO
economictimes,"DMart Q2 update: Revenue from operations jumps over 15% YoY to Rs 16,219 crore","Avenue Supermarts reported strong revenue growth for Q2 FY26. DMart's standalone revenue increased by 15.4 percent year-on-year. It reached 16,218.79 crore rupees for the quarter ending September 30, 2025. This marks the highest Q2 revenue in four years. The company now operates 432 DMart stores. The board will meet on October 11 to approve financial results.",2025-10-04 07:52:28,positive,General
economictimes,Platinum: The elder cousin of gold &amp; silver is poised for a comeback,"Platinum, trading at historic discounts to gold and silver, presents a compelling investment opportunity. Technical and fundamental indicators suggest a major reversal is underway, driven by tight supply and growing industrial demand from green technologies. This undervalued precious metal offers significant upside potential.",2025-10-04 07:47:30,positive,General
